Goal Representation,Debug Result,Action,Add Info,LLM Answer,Plan
Prepare a reading space,"Find the book and put it on the coffe table in home office. Then prepare a cup of hot milk, put it o
n the table.","['walk_executor(bookshelf_354)', 'grab_executor(book_2066)', 'put_executor(book_2066, coffee_table_2
068) (Failed)', 'walk_executor(coffee_table_2068)', 'put_executor(book_2066, coffee_table_2068)', 'w
alk_executor(dining_room_201)', 'walk_executor(bookshelf_233)', 'walk_executor(cupboard_229)', 'open
_executor(cupboard_229)', 'grab_executor(tray_296) (Failed)', 'walk_executor(kitchen_counter_230)', 
'grab_executor(cup_2063)', 'walk_executor(sink_231)', 'grab_executor(cup_2064)', 'put_executor(cup_2
064, kitchen_counter_230)', 'put_executor(cup_2063, kitchen_counter_230)', 'walk_executor(faucet_232
)', 'grab_executor(cup_2063)', 'switchon_executor(faucet_232)', 'putin_executor(cup_2063, faucet_232
)', 'switchoff_executor(faucet_232)', 'grab_executor(cup_2063)', 'walk_executor(fridge_289)', 'open_
executor(fridge_289) (Failed)', 'open_executor(fridge_289) (Failed)', 'open_executor(fridge_289) (Fa
iled)', 'open_executor(fridge_289) (Failed)', 'plugin_executor(fridge_289) (Failed)', 'switchoff_exe
cutor(fridge_289)', 'open_executor(fridge_289)', 'grab_executor(milk_2043)', 'putin_executor(milk_20
43, cup_2063)', 'close_executor(fridge_289)', 'walk_executor(coffee_table_2068)', 'put_executor(cup_
2063, coffee_table_2068)', 'switchon_executor(fridge_289) (Failed)', 'switchon_executor(fridge_289) 
(Failed)', 'switchon_executor(fridge_289) (Failed)', 'switchon_executor(fridge_289) (Failed)', 'swit
chon_executor(fridge_289) (Failed)', 'plugin_executor(fridge_289) (Failed)', 'switchon_executor(frid
ge_289) (Failed)', 'switchon_executor(fridge_289) (Failed)', 'switchoff_executor(fridge_289) (Failed
)', 'switchon_executor(fridge_289) (Failed)', 'switchon_executor(fridge_289) (Failed)', 'switchon_ex
ecutor(fridge_289) (Failed)', 'switchon_executor(fridge_289) (Failed)']","Time consume: 332 seconds
Exp_helper query times: 0","Keystate: k1 - Completion Rate: 1.0
Keystate: k2 - Completion Rate: 0.4375
Keystate: k3 - Completion Rate: 1.0
Action Completion Rate: No actions required",cdl_dataset/dataset/Prepare_a_reading_space/g4.txt
Prepare a reading space,"Find my spectacles and put it on the coffe table in home office. Then find the book and put it on th
e coffe table in home office.","['walk_executor(coffee_table_2068)', 'walk_executor(bookshelf_354)', 'grab_executor(book_2066)', 'pu
t_executor(book_2066, coffee_table_2068) (Failed)', 'walk_executor(coffee_table_2068)', 'put_executo
r(book_2066, coffee_table_2068)', 'walk_executor(spectacles_2082)', 'grab_executor(spectacles_2082)'
, 'walk_executor(coffee_table_2068)', 'put_executor(spectacles_2082, coffee_table_2068)']","Time consume: 85 seconds
Exp_helper query times: 0",1,cdl_dataset/dataset/Prepare_a_reading_space/g5.txt
Wash windows,Wipe all the windows in the house by towel.,"['walk_executor(window_86)', 'walk_executor(bathroom_1)', 'walk_executor(bathroom_cabinet_40)', 'ope
n_executor(bathroom_cabinet_40)', 'grab_executor(towel_rack_31)', 'wipe_executor(window_86) (Failed)
', 'put_executor(towel_rack_31, bathroom_cabinet_40)', 'grab_executor(towel_2056)', 'walk_executor(w
indow_86)', 'wipe_executor(window_86)', 'walk_executor(window_348)', 'wipe_executor(window_348)', 'w
alk_executor(window_86)', 'walk_executor(window_86)', 'walk_executor(window_348)', 'walk_executor(wi
ndow_86)', 'walk_executor(window_348)', 'walk_executor(window_86)', 'walk_executor(window_86)', 'wal
k_executor(window_348)', 'walk_executor(window_86)', 'walk_executor(window_348)', 'walk_executor(win
dow_86)', 'walk_executor(window_86)', 'walk_executor(curtain_409)', 'walk_executor(window_86)']","Time consume: 133 seconds
Exp_helper query times: 0","Keystate: k1 - Completion Rate: 1.0
Action Completion Rate: 0.0",cdl_dataset/dataset/Wash_windows/g2.txt
Wash windows,Open the windows in the bathroom.,"['walk_executor(window_63)', 'open_executor(window_63) (Failed)', 'open_executor(curtain_23)', 'open
_executor(window_63) (Failed)', 'walk_executor(washing_machine_2007)', 'walk_executor(window_63)', '
open_executor(curtain_24) (Failed)', 'open_executor(curtain_24) (Failed)', 'walk_executor(curtain_24
)', 'open_executor(curtain_24) (Failed)', 'open_executor(window_63) (Failed)', 'open_executor(curtai
n_25)', 'open_executor(window_63) (Failed)', 'walk_executor(bathroom_cabinet_40)', 'walk_executor(wi
ndow_63)', 'walk_executor(bathroom_cabinet_40)', 'walk_executor(curtain_39)', 'open_executor(curtain
_39)', 'open_executor(window_63) (Failed)', 'walk_executor(curtain_23)', 'open_executor(curtain_24) 
(Failed)', 'walk_executor(curtain_23)', 'open_executor(curtain_24) (Failed)', 'grab_executor(window_
63) (Failed)', 'open_executor(window_63) (Failed)', 'walk_executor(bathroom_cabinet_40)', 'walk_exec
utor(floor_5)', 'walk_executor(bathtub_30)', 'grab_executor(washing_machine_2007) (Failed)', 'grab_e
xecutor(window_63) (Failed)', 'grab_executor(towel_rack_33)', 'put_executor(towel_rack_33, bathtub_3
0)', 'walk_executor(towel_2059)', 'wipe_executor(window_63) (Failed)', 'walk_executor(floor_5)', 'wa
lk_executor(wall_9)', 'grab_executor(window_63) (Failed)', 'grab_executor(window_63) (Failed)', 'wal
k_executor(window_348)', 'walk_executor(window_63)', 'walk_executor(curtain_23)', 'walk_executor(wal
l_13)', 'walk_executor(bathtub_30)', 'grab_executor(window_63) (Failed)', 'walk_executor(bathroom_ca
binet_40)', 'walk_executor(curtain_23)', 'walk_executor(wall_10)', 'walk_executor(bathtub_30)', 'ope
n_executor(window_63) (Failed)', 'grab_executor(washing_machine_2007) (Failed)', 'grab_executor(wind
ow_63) (Failed)']","Time consume: 289 seconds
Exp_helper query times: 0","Keystate: k1 - Completion Rate: 0.0
Action Completion Rate: No actions required",cdl_dataset/dataset/Wash_windows/g1.txt
Vacuum the floor,Vacuum the floor.,"['walk_executor(couch_352)', 'grab_executor(vacuum_cleaner_2070)', 'plugin_executor(vacuum_cleaner_2
070)', 'switchon_executor(vacuum_cleaner_2070)', 'walk_executor(floor_8)', 'walk_executor(floor_4)',
 'wipe_executor(floor_4)', 'walk_executor(floor_8)', 'wipe_executor(floor_8)', 'walk_executor(floor_
5)', 'wipe_executor(floor_5)', 'walk_executor(floor_7)', 'wipe_executor(floor_7)', 'walk_executor(fl
oor_2)', 'walk_executor(floor_2)', 'walk_executor(floor_2)', 'walk_executor(floor_202)', 'walk_execu
tor(floor_202)', 'walk_executor(floor_205)', 'walk_executor(floor_208)', 'wipe_executor(floor_208)',
 'wipe_executor(floor_202) (Failed)', 'walk_executor(floor_202)', 'walk_executor(floor_205)', 'wipe_
executor(floor_205)', 'walk_executor(floor_202)', 'switchoff_executor(vacuum_cleaner_2070)', 'plugou
t_executor(vacuum_cleaner_2070)', 'put_executor(vacuum_cleaner_2070, floor_202)', 'walk_executor(flo
or_70)', 'wipe_executor(floor_70) (Failed)', 'walk_executor(floor_71)', 'wipe_executor(floor_71) (Fa
iled)', 'walk_executor(floor_74)', 'walk_executor(floor_73)', 'walk_executor(floor_72)', 'walk_execu
tor(floor_77)', 'wipe_executor(floor_72) (Failed)', 'switchon_executor(vacuum_cleaner_2070) (Failed)
', 'walk_executor(floor_74)', 'walk_executor(floor_77)', 'wipe_executor(floor_77) (Failed)', 'walk_e
xecutor(floor_70)', 'switchon_executor(vacuum_cleaner_2070) (Failed)', 'grab_executor(vacuum_cleaner
_2070) (Failed)', 'switchon_executor(vacuum_cleaner_2070) (Failed)', 'grab_executor(vacuum_cleaner_2
070) (Failed)', 'grab_executor(vacuum_cleaner_2070) (Failed)', 'grab_executor(vacuum_cleaner_2070) (
Failed)', 'grab_executor(vacuum_cleaner_2070) (Failed)', 'grab_executor(vacuum_cleaner_2070) (Failed
)']","Time consume: 243 seconds
Exp_helper query times: 1","Keystate: k1 - Completion Rate: 1.0
Action Completion Rate: 0.0",cdl_dataset/dataset/Vacuum_the_living_room/g1.txt
Put groceries in Fridge,"Wash the fish at first. Then put milk, turkey, eggs, fish and chicken on the table in dining room.","['walk_executor(kitchen_counter_230)', 'walk_executor(fridge_289)', 'grab_executor(food_fish_2021) (
Failed)', 'grab_executor(food_fish_2021) (Failed)', 'open_executor(fridge_289) (Failed)', 'open_exec
utor(fridge_289) (Failed)', 'walk_executor(sink_231)', 'wash_executor(food_fish_2021) (Failed)', 'gr
ab_executor(food_fish_2021) (Failed)', 'grab_executor(soap_2054)', 'wash_executor(food_fish_2021) (F
ailed)', 'put_executor(soap_2054, sink_231)', 'walk_executor(fridge_289)', 'open_executor(fridge_289
) (Failed)', 'open_executor(fridge_289) (Failed)', 'open_executor(fridge_289) (Failed)', 'grab_execu
tor(food_fish_2021) (Failed)', 'grab_executor(food_fish_2021) (Failed)', 'walk_executor(fridge_289)'
, 'wash_executor(food_fish_2021)', 'grab_executor(food_fish_2021) (Failed)', 'grab_executor(food_fis
h_2021) (Failed)', 'grab_executor(food_fish_2021) (Failed)', 'grab_executor(milk_2043) (Failed)', 'g
rab_executor(food_fish_2021) (Failed)', 'grab_executor(milk_2043) (Failed)', 'grab_executor(food_fis
h_2021) (Failed)', 'grab_executor(milk_2043) (Failed)', 'grab_executor(food_fish_2021) (Failed)']","Time consume: 185 seconds
Exp_helper query times: 0","Keystate: k1 - Completion Rate: 0.2857142857142857
Keystate: k2 - Completion Rate: 0.08695652173913049
Action Completion Rate: 1.0",cdl_dataset/dataset/Put_groceries_in_Fridge/g2.txt
Put groceries in Fridge,"Put milk and egg on the table in dining room. Throw all the items in the fridge to the trashcan. The
n put milk and eggs back in the fridge.","['walk_executor(fridge_289)', 'open_executor(fridge_289) (Failed)', 'switchoff_executor(fridge_289)'
, 'open_executor(fridge_289)', 'grab_executor(milk_2043)', 'put_executor(milk_2043, dining_room_201)
 (Failed)', 'put_executor(milk_2043, floor_202)', 'grab_executor(food_egg_2020)', 'put_executor(food
_egg_2020, floor_202)', 'walk_executor(trashcan_99)', 'grab_executor(trashcan_99) (Failed)', 'walk_e
xecutor(fridge_289)', 'grab_executor(milk_2043)', 'putin_executor(milk_2043, trashcan_99)', 'grab_ex
ecutor(food_egg_2020)', 'putin_executor(food_egg_2020, trashcan_99)', 'grab_executor(food_steak_2008
)', 'grab_executor(food_apple_2009)', 'putin_executor(food_steak_2008, trashcan_99)', 'grab_executor
(food_bacon_2010)', 'putin_executor(food_apple_2009, trashcan_99)', 'grab_executor(food_banana_2011)
', 'walk_executor(food_bread_2012)', 'grab_executor(food_bread_2012) (Failed)', 'grab_executor(food_
bread_2012) (Failed)', 'walk_executor(trashcan_99)', 'walk_executor(fridge_289)', 'grab_executor(foo
d_bread_2012) (Failed)', 'grab_executor(milk_2043) (Failed)', 'grab_executor(food_bread_2012) (Faile
d)', 'grab_executor(food_bread_2012) (Failed)', 'grab_executor(milk_2043) (Failed)', 'grab_executor(
milk_2043) (Failed)', 'grab_executor(milk_2043) (Failed)', 'grab_executor(milk_2043) (Failed)', 'gra
b_executor(food_bread_2012) (Failed)', 'grab_executor(milk_2043) (Failed)', 'grab_executor(food_brea
d_2012) (Failed)', 'grab_executor(food_bread_2012) (Failed)', 'grab_executor(milk_2043) (Failed)', '
grab_executor(milk_2043) (Failed)', 'grab_executor(food_cake_2013) (Failed)', 'grab_executor(milk_20
43) (Failed)']","Time consume: 330 seconds
Exp_helper query times: 0","Keystate: k1 - Completion Rate: 0.09090909090909094
Keystate: k2 - Completion Rate: 0.16556291390728473
Keystate: k3 - Completion Rate: 0
Action Completion Rate: No actions required",cdl_dataset/dataset/Put_groceries_in_Fridge/g3.txt
Put groceries in Fridge,"Put milk, turkey, egg, fish and chicken on the table in dining room.","['walk_executor(dining_room_201)', 'open_executor(fridge_289) (Failed)', 'walk_executor(fridge_289)'
, 'open_executor(fridge_289) (Failed)', 'open_executor(fridge_289) (Failed)', 'open_executor(fridge_
289) (Failed)', 'open_executor(fridge_289) (Failed)', 'open_executor(fridge_289) (Failed)', 'open_ex
ecutor(fridge_289) (Failed)', 'open_executor(fridge_289) (Failed)', 'open_executor(fridge_289) (Fail
ed)', 'grab_executor(milk_2043) (Failed)', 'grab_executor(milk_2043) (Failed)', 'grab_executor(food_
chicken_2017) (Failed)', 'put_executor(milk_2043, dining_room_201) (Failed)', 'open_executor(fridge_
289) (Failed)', 'open_executor(fridge_289) (Failed)']","Time consume: 148 seconds
Exp_helper query times: 1","Keystate: k1 - Completion Rate: 0.08695652173913049
Action Completion Rate: No actions required",cdl_dataset/dataset/Put_groceries_in_Fridge/g1.txt
Put groceries in Fridge,"Cut the chicken into pieces, then put back to the fridge.","['walk_executor(fridge_289)', 'open_executor(fridge_289) (Failed)', 'open_executor(fridge_289) (Fail
ed)', 'open_executor(fridge_289) (Failed)', 'open_executor(fridge_289) (Failed)', 'switchoff_executo
r(fridge_289)', 'grab_executor(food_chicken_2017) (Failed)', 'open_executor(fridge_289)', 'grab_exec
utor(food_chicken_2017)', 'put_executor(food_chicken_2017, kitchen_counter_230)', 'grab_executor(kni
fe_2050)', 'cut_executor(food_chicken_2017)', 'putin_executor(food_chicken_2017, fridge_289) (Failed
)', 'putin_executor(food_chicken_2017, fridge_289) (Failed)', 'putin_executor(food_chicken_2017, fri
dge_289) (Failed)', 'putin_executor(food_chicken_2017, fridge_289) (Failed)', 'putin_executor(food_c
hicken_2017, fridge_289) (Failed)', 'putin_executor(food_chicken_2017, fridge_289) (Failed)', 'putin
_executor(food_chicken_2017, fridge_289) (Failed)', 'putin_executor(food_chicken_2017, fridge_289) (
Failed)', 'putin_executor(food_chicken_2017, fridge_289) (Failed)', 'putin_executor(food_chicken_201
7, fridge_289) (Failed)', 'putin_executor(food_chicken_2017, fridge_289) (Failed)']","Time consume: 157 seconds
Exp_helper query times: 0","Keystate: k1 - Completion Rate: 1.0
Keystate: k2 - Completion Rate: 0
Action Completion Rate: No actions required",cdl_dataset/dataset/Put_groceries_in_Fridge/g4.txt
Write an email,"Turn on the computer in home office. Sit on the chair in front of the computer. Touch the mouse and 
check my email.","['walk_executor(home_office_319)', 'walk_executor(computer_417)', 'switchon_executor(computer_417)',
 'walk_executor(chair_356)', 'sit_executor(chair_356)', 'walk_executor(mouse_413) (Failed)', 'touch_
executor(mouse_413)', 'grab_executor(keyboard_415)', 'type_executor(keyboard_415)', 'put_executor(ke
yboard_415, desk_357)', 'type_executor(keyboard_415)', 'type_executor(keyboard_415)', 'switchon_exec
utor(computer_417) (Failed)', 'type_executor(keyboard_415)', 'type_executor(keyboard_415)', 'type_ex
ecutor(keyboard_415)', 'type_executor(keyboard_415)', 'type_executor(keyboard_415)', 'touch_executor
(mouse_413)', 'walk_executor(computer_417) (Failed)', 'type_executor(keyboard_415)', 'type_executor(
keyboard_415)', 'type_executor(keyboard_415)']","Time consume: 101 seconds
Exp_helper query times: 0","Keystate: k1 - Completion Rate: 1.0
Action Completion Rate: 0.0",cdl_dataset/dataset/Write_an_email/g2.txt
Write an email,"Turn on the computer in home office. Sit on the chair in front of the computer. Touch the mouse and 
check my email. Then type a new email.","['walk_executor(home_office_319)', 'walk_executor(computer_417)', 'switchon_executor(computer_417)',
 'sit_executor(chair_356)', 'touch_executor(mouse_413)', 'type_executor(keyboard_415)', 'type_execut
or(keyboard_415)', 'type_executor(keyboard_415)', 'type_executor(keyboard_415)', 'type_executor(keyb
oard_415)', 'type_executor(keyboard_415)', 'type_executor(keyboard_415)', 'type_executor(keyboard_41
5)', 'type_executor(keyboard_415)', 'type_executor(keyboard_415)', 'type_executor(keyboard_415)']","Time consume: 74 seconds
Exp_helper query times: 0","Keystate: k1 - Completion Rate: 1.0
Action Completion Rate: 0.0",cdl_dataset/dataset/Write_an_email/g3.txt
Write an email,Turn on the computer in home office.,"['walk_executor(computer_417)', 'switchon_executor(computer_417)']","Time consume: 31 seconds
Exp_helper query times: 0",1,cdl_dataset/dataset/Write_an_email/g1.txt
cdl_dataset/dataset/Drink/g2.txt,Syntax Error,None,None,None,cdl_dataset/dataset/Drink/g2.txt
Drink,Get a cup of water and add some sliced kiwi inside.,"['walk_executor(fridge_289)', 'grab_executor(food_kiwi_2027) (Failed)', 'open_executor(fridge_289) (
Failed)', 'switchon_executor(fridge_289) (Failed)', 'open_executor(fridge_289) (Failed)', 'grab_exec
utor(food_kiwi_2027) (Failed)', 'open_executor(fridge_289) (Failed)', 'grab_executor(food_kiwi_2027)
 (Failed)', 'grab_executor(sauce_2078) (Failed)', 'switchoff_executor(fridge_289)', 'walk_executor(f
ood_kiwi_2027)', 'grab_executor(food_kiwi_2027) (Failed)', 'grab_executor(food_kiwi_2027) (Failed)',
 'grab_executor(food_kiwi_2027) (Failed)', 'grab_executor(food_kiwi_2027) (Failed)', 'grab_executor(
food_kiwi_2027) (Failed)', 'grab_executor(food_kiwi_2027) (Failed)', 'grab_executor(food_kiwi_2027) 
(Failed)', 'grab_executor(food_kiwi_2027) (Failed)']","Time consume: 130 seconds
Exp_helper query times: 0","Keystate: k1 - Completion Rate: 0.04761904761904767
Action Completion Rate: No actions required",cdl_dataset/dataset/Drink/g3.txt
Drink,Get a cup of water.,"['walk_executor(bathroom_counter_41)', 'walk_executor(bathroom_cabinet_40)', 'walk_executor(faucet_4
3)', 'open_executor(bathroom_cabinet_40)', 'walk_executor(kitchen_counter_230)', 'grab_executor(cup_
2063)', 'walk_executor(faucet_232)', 'switchon_executor(faucet_232)']","Time consume: 44 seconds
Exp_helper query times: 1",1,cdl_dataset/dataset/Drink/g1.txt
Drink,Get a cup of milk and heat it by microwave.,"['walk_executor(fridge_289)', 'grab_executor(milk_2043) (Failed)', 'open_executor(fridge_289) (Faile
d)', 'open_executor(fridge_289) (Failed)', 'open_executor(fridge_289) (Failed)', 'switchoff_executor
(fridge_289)', 'open_executor(fridge_289)', 'grab_executor(milk_2043)', 'walk_executor(microwave_297
)', 'open_executor(microwave_297) (Failed)', 'open_executor(microwave_297) (Failed)', 'open_executor
(microwave_297) (Failed)', 'open_executor(microwave_297) (Failed)', 'open_executor(microwave_297) (F
ailed)', 'open_executor(microwave_297) (Failed)', 'plugout_executor(microwave_297)', 'plugin_executo
r(microwave_297)', 'open_executor(microwave_297) (Failed)', 'open_executor(microwave_297) (Failed)',
 'open_executor(microwave_297) (Failed)', 'open_executor(microwave_297) (Failed)', 'open_executor(mi
crowave_297) (Failed)']","Time consume: 148 seconds
Exp_helper query times: 0","Keystate: k1 - Completion Rate: 0.3125
Action Completion Rate: No actions required",cdl_dataset/dataset/Drink/g4.txt
Drink,Use pot to boil some water.,"['walk_executor(stove_2065)', 'walk_executor(pot_2069)', 'grab_executor(pot_2069)', 'walk_executor(f
aucet_232)', 'switchon_executor(faucet_232)', 'putin_executor(pot_2069, faucet_232)', 'grab_executor
(pot_2069)', 'walk_executor(stove_2065)', 'put_executor(pot_2069, stove_2065)', 'switchon_executor(s
tove_2065)']","Time consume: 83 seconds
Exp_helper query times: 0",1,cdl_dataset/dataset/Drink/g5.txt
Evaluation Finished,20241014_023311,,,,
